,commentor,comment
1197,Tanmay Gupta,3 Algorithms not understood please one more session.
1198,Manideep Paul,Take another class on three algorithms
1199,Manpreet Singh,"Yes, please take another class maybe I am commenting late"
1200,Ismaeil Shajar,Thanks 
1201,Manasa Reddy,Thank you
1202,AR Gaming,Another class
1203,The Mad Tech,last one little bit confusion
1204,Telugu Dev Hari,Nice
1205,Soumadip Banerjee,️
1206,Harsh Malviya,"React example for symbols is actually useful, thankyou for this series "
1207,Chandra Vardhan,"Skip Questions : 06:47
Boolean : 07:20
Symbol : 14:46
Global Objects : 27:13
here we go again : 35:43"
1208,Hari Sumanth,The quality of this marathon is unmatched!!
1209,Ankush Ladani,Yes sir I have used uuid in my recent projects for assigning unique id to elements...
1210,Nishit Vibhandik,Actual class starts at 5:44
1211,Mt,Best quality education by hitesh sir......
1212,ఓం నమః శివాయ,They way you are talking to us is awesome 
1213,Murtaza Rangwala,This video Give tons of clarity of JavaScript.
1214,TARIQ,"Hello sir i have #question about python web scraping.
-> it is specific field to learn mean in python different field like machine learning , data science , data analyst 
Are web scraping is different field or it part of any these filed which i have mentioned ?"
1215,Ankush Ladani,"Sir Plz there is one request that plz check our assignments which we have submitted.
I have submitted all assignments on time but none of them is checked yet."
1216,Vikram J,"Hi sir, this question is not on the topic sorry if you wish to answer please advise about which tool to choose?
Scala.js or TypeScript.js thank you very much "
1217,YouAndImpact,Amazing 
1218,Shyamendra hazra,"06:06 sir please don't say that , I don't think we can ever be ready for that under any circumstances....."
1219,BetterWorld,false is also treated as false value in JS. Right?
1220,Namaste coders,Thanks 
1221,Sharad Aade,VS code setup plzz 
1222,Anirudh,Education in 4k
1223,heatengine,Which vscode theme is this?
1224,Siddhant Sharma,op quality
1225,PUS PAJE,Why every string methode includes string. Prototype.  ........?
1226,Hello friend,Please give us Link of your glasses 
1227,Patel Ronak,
1228,Bibek Gupta,Its look like chapter === episode
1229,IMON RAJ,You are in a NAS one minute short vdo
1230,Manpreet Dhaliwal,"random fact:
NaN !== NaN"
1231,Kolavit Honduraski,"JS is mysterious... i put in console.log(IsNaN(""Bread""))

and he said ""Bread is not NaN"" "
1232,Wasim Raja Middya,"Great course I really enjoyed, this is a really indepth course on string . Thank you Sir."
1233,Md Faiyazul Hussain,Loved this session JSmarathon ️ my passion for learning and your passion for teaching with high quality content and lots of guidance is awesome.
1234,Shyamendra hazra,I couldn't attend it live today. But I will make sure From now on I always do.....Loving this marathon sir. I don't know if it's just some coincidence or some other Universal Algorithm but you started this marathon in such time period when I actually needed it the most. thank You very much sir. I will stick with it till the End.
1235,BetterWorld,"22:18 .  Normalize() method returns the Unicode Normalization Form of the string.

Demonstration:
const name1 = '\u0041\u006d\u00e9\u006c\u0069\u0065';
const name2 = '\u0041\u006d\u0065\u0301\u006c\u0069\u0065';
console.log(`${name1}, ${name2}`); // output: ""Amélie, Amélie""
console.log(name1 === name2);  // output: false

const name1NFC = name1.normalize('NFC');
const name2NFC = name2.normalize('NFC');

console.log(`${name1NFC}, ${name2NFC}`);   // output: ""Amélie, Amélie""
console.log(name1NFC === name2NFC);   // output: true

NFC,  NFD,  NFKC, or NFKD,  specifying the Unicode Normalization Form. If omitted or undefined, ""NFC"" is used.




Reference : MDN"
1236,Aman Singh,Grateful session sir really helpfully
1237,Tejas Gaikwad,"sir thanks , i am learning JS and don't stop in between, love love"
1238,YouAndImpact,Great video 
1239,shaquib khan,"""NFC"" , ""NFKD"", ""NFD"", ""NFKC"" all specify the Unicode normalization form & it has got a certain meaning."
1240,MD AL Mamun,"Probably!  I got the right thing in my JavaScript journey,"
1241,GOPAL LOHAR,I'm Enjoying it!
1242,Abhishek v a,", sir create pwa series"
1243,sam 123,Nice course 
1244,Its Me,
1245,Suraj Yadav,please mention serial no. of marathon @hithesh Chaudhary
1246,Sharad Aade,Nice  ........
1247,Anil Sethi,
1248,Vaibhav Gautam,"Stream was availabe at 4k , but post stream its 1080p again. Folks any idea why ??"
1249,Jitendra Mistry,Angular please make
1250,Ankush Ladani,Yes sir Assignment Done....
1251,Hackerstreet,5:20
1252,Coder RayhaN,Greate
1253,Mrinal B,First
1254,Samyak Sharma,"I went for the various free courses of js but not as satisfied as of this course. Great work!
"
1255,YouAndImpact,Amazing event 
1256,Md.Bellal Hossain,Sound quality Isn't good enough. Please try to progress your sound quality
1257,Roushan Ali,Please organise in kolkata... Pleaseeee
1258,i915,"19:27 ""VIKRAM"""
1259,?,Can you organise hackathon on Web development?
1260,22_Dhruv Adavadkar,"Hello everyone.
I am learning DevOps and I'm a beginner, having a difficulty in understanding difference between CMD & EntryPoint.
So anyone who know this please help me by explaining this."
1261,Md Ehsan,It's really amazing to see this...thank you so much from behalf of all the coding community. I really wanted to take part in one of these coming hackathons. But right now  I am brushing my skills and going to enroll in your  job ready for a full stack development course.
1262,Udayasish Bora,5 minutes engineering helps me alot....Thank you sir
1263,Helder Correa,"I liked the subject, very interesting, group very much within the subject and interact with the public"
1264,YouAndImpact,An amazing event 
1265,Vipul Patel,How can we participate in the hackathon?
1266,heatengine,Is it online?
1267,Goutham sai krishna,"Good morning sir
I last hackathon how we can contact to lalit 
Lalit who wo. 3 Rd price"
1268,Ayaan Kaifullah,Sound
1269,19UCS031_A_Samadrit Sarkar,..
1270,Sakyb,Thank for sharing your knowledge!! Really appreciate it! ️ keep them coming!
1271,Sofi,"Thankyou sir for this class,,,,I have done your react-native course but still need to improve core js stuff"
1272,Shaik Imran,Learning from the best  Thanks for sharing your knowledge.
1273,Gulam Ansari,"I am here to learn from the Best. Following you from last 2 years.. Wish I will have that enthusiasm one day.
@Hitesh Choudhary"
1274,Pawel,"Sir, give ""Jellyfish theme"" for vscode a try, you might end up using it for a very long time. Highly Recommended"
1275,sagar,Hello sir. When can we expect a new video in the marathon series
1276,Prashant Jadhav,Simply awesome ! What is time of Live JavaScript marathon .
1277,GOPAL LOHAR,I really appreciate your content
1278,Pooja zadgaonkar,Please mention perfect time and day of online session..
1279,Nikhil Chakravarthy,Very Useful. Thanks!!!
1280,Edward Snowden,Sir this was day-2. Roughly how many such streams will be done?
1281,SAURABH Tech,Just wow. Lots of new things .
1282,Atanu Malik,Awesome!! I am Loving It.
1283,YouAndImpact,Amazing 
1284,Yash,05:50 starts here
1285,Maredi NaveenKumar,Can anybody please share the assignment link? Thanks
1286,Pooja zadgaonkar,Please share online session time and day?
1287,Rajan Kumar,"Sir I have worked 15+ year in a company due to covid it was closed last year . So I am learning Salesforce my qualifaction is BA, B.ed Is it good for me. And you have said about data Is data means phone no. address. Then i have 25 Lakhs Phoneno addess can i use this."
1288,Mohd Faheem,"hi hitesh , if     console.log(Number.isNaN(3a)); is false which means its a number ..timestamp: 27:20"
1289,Aman saxena,
1290,Tamimul Islam,which theme you're using ?
1291,Mr. Agarwal,"Hello sir , Is there any discord sever of Ineuron community?"
1292,Patel Ronak,
1293,Manasa reddy,Where can I find assignments. You said dashboard community but I did not find the link. Please post the link.
1294,Ahmed Dirie,thanks
1295,Soumadip Banerjee,️
1296,VEERESH PATEL,Please add timestamps other wise waste
1297,Anil Khairnar,How much package should we expect after completing JavaScript Full Stack Bootcamp 
1298,Vivek Kumar Mishra,etna mehnga kyo hai bhai
1299,Vivek Kumar Mishra,Yr course k naam pe tum sab toh loot rahe
1300,Tushar Singh,isNaN returns true if something is Not a Number and otherwise false. It does not say anything about the thing is a number or not. so is it correct to check isNaN before calling parseInt() ?
1301,Vivek Kumar Mishra,jiske k pass 500 ho wo kaise lega ye
1302,WebShivam,"Thank you so much. I cannot thank you enough Hitesh Sir you made me emotional I have been planning to do such things from long time and seeing support from you all folks, it seems like certainly We can make it happen at Our college campus"
1303,Mahesh P,Amazing... I wish you did this 3-4 years back.. 
1304,Rahul Kanna,A great initiative sir 
1305,Farazuddin Mohammed,Woah this got me super excited and hell yeah I'm in for the applications!
1306,Brajmohan Tikarya,"This setup is 
just reduce the blur a little."
1307,22_Dhruv Adavadkar,"Hello everyone.
I am learning DevOps and I'm a beginner, having a difficulty in understanding difference between CMD & EntryPoint.
So anyone who know this please help me by explaining this."
1308,Rahul kumar,Whenever i listen u i get full of enery.. I love you sir
1309,Yash,"Finally applied. 
Thank you Hitesh sir."
1310,YouAndImpact,Great initiative 
1311,Arunachaleshwaran,I wish it should stared on my college days. So I could join.
1312,Mitesh Masurkar,"Same I was thinking of hackathon in my college.. 
But my college is from tier 3"
1313,Mahesh 360°,"waww this is great 
but sir any chance for beginner to join this"
1314,Taki Hasan,What is the last date for applying?
1315,Saurabh Sikoria,Awesome 
1316,Shivam Jha,It says share the link of unlisted video on YouTube but the form does not accept links in that field. Only accepting videos
1317,shafee rsf,Wow great thought
1318,CodeInDepth,Can a FE student join the program .
1319,Talluri Gokul,This year graduated students can apply sir ???
1320,Rajender Katkuri,Untill when can we apply sir ?
1321,Saikat Mukherjee,"It was a Roller Coster over all the Basics all Fun, Learning was never that much fun for me before. Thank you for this course."
1322,Wasim Raja Middya,"Great course I really enjoyed, this was little bit unique then other JS course of your."
1323,Abhishek Das,Even after using JavaScript for around 4 years I can say that I missed a lot of core concepts about the language which are the essential part of this language. Kudos to Hitesh Sir for this class absolutely loving it ️.
1324,Vedant Nandwana,"Really I learned a lot, THANKS a lot for starting this marathon sir! Very concise and knowledge condensed course!"
1325,Md Ehsan,Thank you so much for giving this awesome class. It's really an amazing refresher for me.
1326,SK,"Thank you so much Sir for wonderful session and efforts , what you said is really true, really struggling with concepts, from basics to advanced hence difficult to do angular also. Sir please do basics to advanced , right time now i was searching for good js course since last week and found this️"
1327,shaquib khan,"It's like an unexpected gift for all the JS lovers out here. You are doing great work by throwing such solid concepts free of cost without charging a single penny.
Just a quick query on my machine vs code showing enum, interface & package as colorful though I have commented it the way u have shown."
1328,Udyan Ojha,"Amazing format, no time wastage. Awesome"
1329,Raghu B Srinivas,Thank you Sir for the detailed class and waiting for more Videos.
1330,Manpreet Singh,Hitesh Sir you are doing awesome i love your videos and courses I am learning a lot from your youtube channel and also from One of the best channel available on youtube for Computers Code lovers..Big thanks of 10kg.
1331,Anitha D,"Wow you are an awesome teacher, I always thought JavaScript is so hard but not anymore thank you"
1332,KUMAR SARVESH,"i really enjoyed, waiting for your full stack js course to get started!"
1333,gyan mishra,hi hitesh thanks for starting such lovely series. Could you please differentiate between literals and primitives??
1334,RANDHIR  SINGH,Great WORKS SIR FOR  MIDDLE  CLASS STUDENTS 
1335,Yash Khant,Thank you for all great Contribution to the community... 
1336,Gopal,Thank you sir.hope this marathon does not endjust loving it
1337,ANUJ KUMAR,Amazing class i enjoy lots of fun
1338,Coding Cush,I love the way you teach sir ️
1339,Rajnish Jha,JS is compiled or an interpreted PL: My take on this is since JS has evolved quite a bit over the last few years so we can say that JS is both compiled and interpreted PL as we are using NODE JS which provides JS Runtime Environment in order to execute the JS source code.
1340,Rajesh Kumar,Deep knowledge thank you for this
1341,Mohammad Maqsood,thank you for doing much help for JS community
1342,tera union,definitely going to watch whole series in order to understand the book.
1343,Kovendan Ragupathi,"@Hitesh Choudhary, No courses can teach these much video quality. you are the best for providing such quality. Thank you so much for 4k content on YouTube."
1344,YouAndImpact,Great initiative 
1345,Jaydev Sahoo,A Great start sir 
1346,hi,Your my first tutor for learning js.tq for that was one year old js playlist ..i will buy your course after getting job
1347,Scorpio Pundir,Great session 
1348,Hemangi Choksi,This is what we need.. 
1349,MD AL Mamun,Love this session
1350,Ankur Chaubey,Thank you so much sir ️
1351,Soumadip Banerjee,Loved it!
1352,Subhadip Mishra,"I'm really happy Sir... 
Thank you so much"
1353,priyansh vatsal,Very useful 
1354,Sri Harsha Chilakapati,"Honestly, this interpreted or compiled question is out of the way for me, and I've stopped asking it in interviews since last two years. What's weird is this gets even more confusing for languages that output to multiple targets. Take Kotlin for example, it has 3 targets:

Kotlin/JVM - compiles to JVM bytecode, and HotSpot uses JIT, so it isn't machine code yet
Kotlin/JS - generates JS source code, just translation
Kotlin/Native - directly compiles to object code (llvm) and linker (ld) generates a native binary

Of course, all this is not relevant at all. When one hires a JavaScript developer, one should look for candidate's level of understanding, and whether the candidate can work on your codebase or not. So, if you are asking this question in interviews today, I'd love to know what are you looking from the candidate? To me, this question today doesn't get much."
1355,Your Videos,Please share your theme for vscode️
1356,GOPAL LOHAR,Amazing Stream!
1357,Ayush Shukla,It was worthy session as I am fresher.
1358,Ayanshu khampariya,Thank you so much sir.
1359,zaheer shaikh,This is great
1360,Rahul jangir,Amazing I am waiting for vue js videos after js
1361,Praxss,"Other languages want to come in browser 
Meanwhile JS: lets go outside browser"
1362,INZAMAM-UL HAQUE,"Love ur accent man, Being Indian u don't let anyone know that u r Indian. Amazing kudos "
1363,Abhishek Kumar Gautam,"Great course,Hope you will put all vodeos on youtube.Thanks."
1364,Rajnish Jha,"I am getting confused about reserved keywords in JS: As per my understanding in JS world,  A word that changes its color or better to say which glitters more colorful (blue, orange etc.) in the code editor are called reserved keywords. Please correct me if I am over-thinking!"
1365,akshay hulkuli,The vs code theme that your are using is really awesome. Please the theme name.....
1366,Adi Pradhan,Boi o boi... Amazing quality ️
1367,1DS19EC044-Gorang jain,"Summary:
In this lecture we have studied about some basics of JavaScript which includes-
•For declaring variable we should always use let instead of var.
•const we use which means that the value of that variable doesn't get changed even if we assign the new value for that variable.
•Unicode -Are the special characters which looks same but have different internal unicode for that ,we define it with /u , for example ù it looks like u but it isn't.
•We use semicolon in a defensive manner.
•Javascript is basically made for interpreter langauge.
•We should never use reserved keywords as variable.
•Some of the reserved variables which in not yet declared reserved are enum.



If anyone wants to add something please do it ."
1368,Goutam Reddy,great.. resourceful lessions
1369,Umang Pincha,Hi sir which vs code theme are u using ?
1370,शेतकरी,"I want to join as intern sir, plZ this will really helpful for me"
1371,Sanjoy Das_Kali,Can you do a series on API development
1372,Rishabh Sharma,Good initiative.
1373,Chandra Pal Keshari,Thanks for this 
1374,Yogesh Rajput,Thanks for your great support
1375,Sukoon Music,best session ever
1376,djsmacker01 SAAN,"Nice one
How can i join the class"
1377,Partha Narra,Good explanation
1378,Raghav Tiwari,"console.log(""\u00E9"");
console.log(""\u0301"");

output:
é
the sybol above e was the output but it was not getting copied"
1379,Gamer Log,"@hitesh choudhary Sir, can you plz make video in javascript topic - ( Prototype ) -"
1380,शेतकरी,"Learn by doing projects is best way to learn , plZ do it in that way plz"
1381,Ngamlenmang Touthang,27:50 what is lexical structure in JavaScript
1382,Piyush Sagar,"Okay, so in community dashboard it's says that you haven't watched the video  watch it to get certificate "
1383,abhinav,"Got confused after watching ur js lecture 
i hope in js developement bootcamp job gurantee ,u will covered bsic as well ,not everyone here is familior with any kind of programming languages"
1384,hi,
1385,Sharad Aade,Nice 
1386,pile333,
1387,Jatin Nandwani,Thanks so much
1388,NEERAJ G,sir u said python code 21:06
1389,Himanshu Sharma,"I still didn't get answer that is it Compiled language or Interpreter language

Can anyone answer please"
1390,Rahul Kumar,"Don't agree with the point that ""if you using var keyword  then you are not doing something great"".  I think we should use var and let for better readability of code."
1391,Shaik Imran,Top Notch Class
1392,Arunava Dutta,Hitesh please help us in Frontend Machine Coding rounds.
1393,Priyabrata Maji,please on the sub titles
1394,ninja hattori,while u r explaining plz do facecam as well don't hide ur video while explaining it helps to connect better with the educator
1395,Kundan Kumar,runtime compiled language
1396,Rohit Saini,Javascript is interpreted language
1397,Vivek Gupta,very long time no more videos why??
1398,Yash Mistry,"Hitesh sir, facing issue with sign up, please help..."
1399,Pratham Sharma,I thought I am the only one who use this background in chrome
1400,GShan,Is it possible to remove the mic from frame
1401,Manisha Gaur,interpreter language
1402,Dev Patel,interpreted
1403,Mohamed Sulaimaan Sheriff,Bro your eyes take care of your health
1404,jiilaal,Community dashboard is not accepting mobile number of some countries.
1405,avinash software solutions,2
1406,Shikhar Gupta,His accent makes me cringe so hard
1407,Amit Kumar,If this course are free why should we buy your course from ineuron
1408,mht hodol,"OK. this nice for me, Thank you So much"
1409,Muhammad Saqib,Your Instagram account name
1410,jayant.lohani,"Just yesterday, i was struggling a bit with the objects concept in the LCO's JS course. This marathon will be amazing. Looking forward to learn"
1411,Advait Trivedi,"Great Sir, highly appreciate your efforts  Preparing for interviews and all of the in depth Javascript revision is really helpful "
1412,SK,"Hi Sir, thank you so much for your efforts ️ can you please include basics to advanced in this marathon, really struggling with concepts, also some tricks in javascript."
1413,shaquib khan,A very positive initiative for all the JS lovers here. Looking eagerly ahead for this series to start.
1414,Jayed Rashid,Outstanding!  Excellent!  Million thanks for taking this awesome initiative. 
1415,elon musk,wow! super excited for this..will definitely watch every video from now to learn more. Thanks a lot for providing such valuable content for free..
1416,Abbay Rai,Can't thank you more Sir 
1417,KUMAR SARVESH,"Every video is quite surprising, and  amazing to watch, love u sir !"
1418,Hrutik Dhumal,God just blessed programmers with this man ️
1419,Vinay Patil,"OP Sir , waiting for marathon .....

Please bring something like this with Reactjs marathon after completing Javascript marathon"
1420,MD NAWAZISH ALAM,Can't thankyou enough for this awesome course  
1421,Ravan,This man is iron man of coding community... Always do something for community
1422,Raghav Tiwari,WOW! that is what I was waiting for sir thank you!
1423,SHIVANSH PATEL,This is what i needed thank u hitesh 
1424,Ahmad Bin Waris,A very good initiative from your side now we all have to put efforts to make it successful.
1425,Ankita Panjwani,Exactly needed this series! 
1426,nisha metri,Thank you so much for this sir!! Really excited to learn JS.
1427,Pooja zadgaonkar,thank you so much for this great efforts for us...god bless you
1428,Ankit Shaw,"Believe me this edtech industry has give really new meaning to "" marathons""."
1429,Haidarali Masu,Hi sir as it is advance so can you please cover some of the typescript
1430,Vikas 0018,I just requested him about it few hrs back n here my mentor is with the big announcement. Tq Bhaiya
1431,Stiphen Robert,Being a mern stack developer i am so fcking excited
1432,Priya Pandey,Thank you sir.I am excited about it.
1433,Sujit Sarkar,"Waiting for data structures and algorithms, since there are very few resources where JavaScript is using for data structures and algorithms."
1434,Asadullah All Mamun,New to your Channel. If you provide us all this information you told already. We will be grateful to you
1435,Patel Ronak,Amazing Course
1436,Arpan Das,Amazing idea.
1437,Wasim Raja Middya,Will you teach the libraries and fretwork of JS also?
1438,parth trivedi,Include some end to end projects also...
1439,NMV,What is difference between this and full stack js course
1440,Vinay Kumar Karusala,looking forward to learn
1441,Saurabh Kumar,When you think something hitesh sir comes with it
1442,Nadeem Rza,Good one hitesh..i am looking forward for it..
1443,Vrijesh Patel,When will the javascript bootcamp start? i have already in enrolled myself.
1444,heatengine,which coding plateform should I use?
1445,Vijay Chauhan,what is the class timing sir ..? can anyone tell me ..?
1446,ZenxD,Tysm sir!
1447,abhay Patil,You are amazing bro just want to say you are messiah
1448,KETAN JADHAV,When this JS series going to start?
1449,Akshay S Rajan,Thanks a lot ️
1450,Yashvi Soni,Iam a biggest fan of you sir
1451,CHE tan,I followed your javascript playlist how much difference it will be
1452,Udit Kundu,Thanks sir 
1453,Rishabh Shrivastav,"Hey, I'm a beginner hope it'll help me to"
1454,Anmol Pokhrel,This will be a 
1455,Ritik Gupta,Thank You so so much.
1456,Public Vlog,level... thanks man
1457,Rajesh Bhattarai,Woohooooo. This is gonna be Awesome.....
1458,Pradeep Sharma,Super excited 
1459,Nikhil Bhosale,Thank You Soo... Much
1460,asit mondal,Wow 
1461,haan_rey,I bought your Full Stack JS course  !
1462,Abhay Tiwari,Thanks sir
1463,Yash Manisha,Thank you Hitesh bhai
1464,Syed Sohail Ahmed,Thank you
1465,Zubair Shabir,just enrolled  for this on ineuron before the video
1466,pile333,
1467,Sami Khan,Lets Goooooo
1468,Ayush sharma🍁₹,Please make Hind video for your  Hind fan club please if it's possible 
1469,Hackerstreet,From js beginning
1470,dhanush holla,
1471,MJDev,DSA python
1472,Rishi Raj,
1473,Edujee,Too excited
1474,saurabhggc,"Aaaaa you have hired a manager for YouTube, but why he doesn't tell you to title case the title of the video."
1475,Universal Facts,Is this from strach 
1476,Ganesh Agrawal,️
1477,shashank hirwani,"i just doubt the weather, seriously!!!"
1478,Constant Learner,:)
1479,Saadat Badgujar,Enrolled!
1480,Goutam Reddy,"What are the Mac Book competitions.. ?? 

I need MacBook badley.."
1481,Naimul Islam,Yay!!!!
1482,Anil Sethi,
1483,Bala Ganesh,Hey sirrr
1484,Ankan Kumar Ghosh,waiting
1485,mutasim ahmed,Need react react react
1486,GOPAL LOHAR,Excited
1487,Murugaraju Perumalla,まぅてました
1488,avinash software solutions,First view
1489,Manish Kumar,I need a love reaction
1490,PUSHPENDRA SINGH DIGITAL,Start also web3.
1491,avinash software solutions,Tlfirst
1492,Amit kandari,"Console.log(""hum first hum first"");"
1493,Krushna,"Location will be Banglore right? Would you please organise hackathons in some other cities like Mumbai, Pune as well ?? Cause being student can't afford travelling expenses "
1494,Kamlesh Bokdia,I wish I could attend Hackathon this week as well. It was really fun and lot of new learnings and networking last week.
1495,THE ULTIMATE GAMER,Waiting for internships for students in the campus ️
1496,𝚛𝚊𝚓_,please consider organizing hackathons in some other cities as well or provide travelling facility like bus (by taking considerable fees) for guys from other state .
1497,Karthik Joshi,Please arrange some online hackthons so that people's from other cities are also can participate and I am eagerly looking for that
1498,Dev Tyagi,Hey! Can we use Kotlin for Backend Development and create a full stack project or are we allowed to build Mobile Apps only?
1499,Ankit Sanghvi,"Hey Hitesh ! I'm comfortable with full stack web & flutter, but have zero experience with Kotlin. Do you think I would be able to participate well here ?"
1500,Develop & Chill.,"Sir I request you to organise the hackathon online also, So that who are far away from Bengaluru office can also join."
1501,Amit Maity (CSE'25),"Ya , we hope it will happen also on Delhi NCR or Delhi  Area "
1502,Anubhav Purohit,Only if Virtual Participation was allowed 
1503,Yogesh Jangir,"Sir, Would you organize Hackathon in Jaipur city ? Please."
1504,Sourav Das,Make one online hackathon as well please
1505,Ratnadeep Saha,What will be the location of this hackathon?
1506,Namaste coders,"I am shortlisted for this , but i am from Bihar i am unable to buy tickets , away 2300 km from the ineroen office."
1507,Saroj Gupta,I want to participate but location will be bengaluru I guess & I am from pune
1508,Jigar Panchal,i sortlist for this️️️️
1509,Suraj Raghunathan,"I am into DevOps,  I don't know to code much, will  I be able to"
1510,M27Lab,can we participate from Bangladesh?
1511,Nasir,"I with my team had registered for this hackathon on Sunday itself, but did not received any response yet, Please let us know soon, because we need to travel from Delhi. OR is there any point of contact ?"
1512,Hope,Will i be shortlisted for this one? 
1513,vishal Khedekar,"I only have 2 months of experience in kotlin multi-platform, should i apply"
1514,Web developer,can I join virtually?
1515,Numan Shaikh,Mu Sigma Hackathon form link?
1516,Mt,Great hackathon
1517,Karthik Simhadri,Accomodation?
1518,Ngamlenmang Touthang,Is this hackathon only for kotlin devloper ?
1519,Taher Ariwala,Where is this hackathon held?
1520,Ijas Ahamed,Where Is 4K?
1521,Shreyash,Anybody here..?? Shortlisted from Hyderabad
1522,VA coder [ Tech ],Will there be more hackathons after jetbrains like pumped for all of these....!!!
1523,Continuum Academy,Waoooooo....... Full change ️️
1524,Samrat S K,Can you please tell us the github hackathon problem statement?
1525,Praxss,Can you make summary of it?
1526,Yogesh Jangir,"Is Computer or laptop  available here or not,  or we to carry own laptop for Hackathon"
1527,Sanyam Jain,Please bring algorithms roadmap video
1528,Ajay Saravade,First view
1529,VA coder [ Tech ],I want clarify one thing can we use ktor + reactjs for this hackathon?
1530,Chandra Kanth,Nice video... it's like KT and I'm using kmm as well and developed one project ....
1531,Dipak Raut,Amazing Conversation
1532,Avisek Sahoo,"Is cross platform develop with the help of kotlin , ??  May be React native & flutter is used to develop cross platform development."
1533,subhanshu bankhwal,"Kotlin comes from Kotlin Island, near St. Petersburg."
1534,Harsh Chaturvedi,"I just wanna have that sweet english , like you hitesh!"
1535,Aayush Rana,Kotlin from kotlin island in russia
1536,Susan George,U guys are doing great for students such a great organisation with wonderful people.
1537,laxmi sarki,It was a great hackathon with lots of hidden opportunities(hiring and networking). I can't wait for next upcoming hackathon. Thank you so much sir .
1538,Pinky Devi,This is really awsome... topics are very interesting too..
1539,Ashish Kumar Verma,"Hi sir,  Regarding this Jetbrains Hackathon can we use Ktor + reactjs.... because we don't have expertise in kotlin multiplatform !!"
1540,YouAndImpact,Amazing event 
1541,Md Ariful Islam,Bro this is cool but we need some thing international ️
1542,asit mondal,Sir what are the requirements for the hackathon??
1543,Krishna Chaitanya,Awesome 
1544,Namaste coders,Can javascript bootcamp students have any chance to participate in hackathon.in future...
1545,Sathish Kumar,This is 
1546,Akhilesh Reddy, first  prize is 35:23
1547,Saurabh Shukla,Great
1548,Abhishek Deb,Amazing
1549,Mahesh17,️️
1550,NOOB CODER,Sir course ki language kya hogi hindi ya english??
1551,Namaste coders,Thanks
1552,mukcool arora,38:00
1553,Tushar solanki,46:56 who is that guy i have seen this somewhere
1554,Krishna Dokkara,Lalit project technologies
1555,Tim Sobkowiak,Is this event in India?
1556,Ranga Reddy,"I see a lot of people from various backgrounds showing up and working together to create something fantastic from what they've learned. Hackathons are the finest approach to get to know ourselves in terms of project delivery in real time. Thanks to the ineuron founders, Naveen Sir and Hitesh Sir for their significant contributions to the community.

Here comes my favourite part of the video: 1:05 , 1:05:20

Seeing two of my mentors in one frame makes me feel great, and like Anirudh bro requested, I'm looking forward to learning time management from you, sir. 

I'm hoping we'll be able to catch up at ineuron anytime soon. "
1557,Rahul Giri,Amazed to see this! This is new wave of creation.  All the best 
1558,Anurag Nema,"I feel bad I could not attend the Hackathon due to some reasons, but I really want to participate in the next one "
1559,Rohit Pal,"Could you please make a video on ""summary of the hackathon"" in your way. Would love that and plss share the details through which next we could attend too"
1560,Samrat S K,Registered but was not able to attend due to some health issues. But all the best to all you ppl out there!!! Hope you all rock it.
1561,Sudhanshu.,Great Atmosphere! Please make it happen in pune asap!!
1562,HachiDaime,1:56 feels nice to see that he gave more priority to his own mother tongue.
1563,INNOVATIVE FACULTY TRAINING PROGRAMME KOTA,Congratulations Hitesh Sir & Team ( Our Best Wishes )
1564,Pratika K Vlogs,"First of all many congratulations  
How can we join this event and what skills required, please help."
1565,AYUSH KUMAR,Can you make all the problem statments public so that we can get some idea about whether we will be able to complete it or not if participated?
1566,Pawan kumar Siliwal,Great Atmosphere! Please make it happen in mumbai
1567,Samrat S K,"Hello Hithesh Sir, it would be great if you can let me know the problem statement. And where can we know about the upcoming Hack-A-Thons and other events?"
1568,Manpreet Singh,One of the best thing is happening here  
1569,Holy Duck,"Man, I missed it. I'll be definitely be attending all upcoming hackathons tho"
1570,Aman Anku,Great initiative I have also applied for it and shortlisted but unable to get their due to some work
1571,Aditya Jadhav,Sir please share the problem statement it will help us a lot
1572,what Now,"can someone tell me what participents are supposed to implement??
I will really like to try it out at my  place with my friends"
1573,Rahul Patel,Happy to see Anirudh in live
1574,YouAndImpact,Amazing event 
1575,Jalandhar Paswan,We are missing Harry in this section
1576,Piyush Kumar,He was soo understanding 30:15 
1577,Raj Patel,"Sir, can I join this hackathon just for snacks and redbull "
1578,siemen_subbaiah,"1:03:42
Did he just ask hithesh sir what's "" if you know what's bug bounty programs are """
1579,Haresh Prajapati,1:22:06 He Is My Friend Manoj Kumar. Keep Growing Brother 
1580,Manpreet Singh,Shout out for hackathon.....wooooooo
1581,Raj Patel,wow! It's cool
1582,Mohammed Raqeeb,vibe there!!!!!!!!
1583,Nitin Sirsath,47:05 shetty on spotlight
1584,ZERO TWO,"Why everyone is building restaurant app??
Most of teams are building same restaurant app"
1585,NITHIN PANDU,How to participate in Hackathon please let me know anybody
1586,Ashis Bhowmik,When did it happen in Kolkata
1587,Khan Mawaz,How to attempt this hackathon
1588,Boyapati Rama Krishna,Where is this happened?
1589,Ambuj Dubey,Fastest unboxing I have ever seen 
1590,SUBHANSHU SAHANI,When you have a client call in 1 mins but you want to unbox the camera  ️
